cìgɛ̀,"['Relative pronoun', 'Demonstrative']"
tɔ́ːnꜜúk,['Noun']
ètíŋkꜜ,[]
cìnò,[]
dáːmꜜáːŋ,[]
bɔ́lɔ́ŋúrkúnꜜ,['Verb']
mòːɟákꜜ,['Noun']
mókò,['Particle']
àgút òmóŋ,[]
cájtíꜜɛ́ꜜ,['Noun']
ɗàm,[]
bàːbɛ́,['Noun']
màrkócꜜúk,[]
ɗóːkáꜜ,"['Noun', 'Noun']"
bíté,"['Negative', 'Infinitive']"
àbîː,['Noun']
ɗòŋìkɛ̀,[]
gáŋgójꜜ,['Noun']
tònúrgé,[]
kɛ́j gúnꜜ,[]
cìnìkík,['Demonstrative']
bìtàkɛ̀ːt,"['Infinitive', 'Negative']"
átɛ́ːɲk,[]
òmóꜜ,[]
cɛ̀,[]
gàːjáːŋ,[]
dɛ̀dɛ̀nàr,[]
cǎːkɛ́,['Determiner']
ŋàɗù,['Adjective']
ɟìkôn,['Interrogative pro-form']
tìnà,[]
ɗìrkí,['Verb']
bàːbɛ́ːk,"['Kinship noun', 'Kinship noun']"
gòdé,['Noun']
ɟártíátɔ́k,"['Noun', 'Noun']"
òkó,['Preposition']
Wàːkójót,['Noun']
máɟáŋéːrꜜ,[]
wàːcíŋk,[]
rɔ́ríáꜜ,[]
âːjkà,['Infinitive']
càkàí,[]
Óːlꜜún,[]
dáːnɛ́ɛ́kôŋk,['Noun']
gúːgúɲꜜàrí,['Verb']
ŋàːdíː,[]
mɛ̀sɛ̀rɛ̀t,[]
tònún,[]
rìjáːŋ,[]
càːdíꜜ,"['Adverb', 'Adverb']"
ɗàmà,[]
lɛ̌ːr,[]
kɛ́ːt,[]
dɛ̂ːŋ,['Verb']
kɛ̀,[]
máɟáŋéːròŋk,[]
tègéɟ,['Verb']
nòmɛ́ːɗáꜜ,['Verb']
ǹɛ,[]
cɔ́,[]
kìːkíꜜ,[]
táːtápíkì,[]
bòːlɛ́ɛ́ꜜ,['Verb']
dòːrúŋɔ́ŋk,[]
cɛ̀ːná,[]
nɛ̀ːkɛ̌,[]
kɔ̀nà,[]
ŋǎːrkîɗ,[]
báláŋɔ̀ŋk,[]
ìjôb,[]
táːmɛ́,[]
dɛ̀nɛ́ŋ,['Verb']
cìcɛ́ꜜ,[]
kítꜜínáꜜ,[]
wòːrú,[]
báŋꜜíák,[]
cɛ̀ːgík,[]
rìjɛ́ꜜ,['Verb']
tápíɛ́ꜜ,[]
còːnáꜜ,[]
tàɗápú,[]
ɲéːwù,['Verb']
dɛ́ːtáꜜ,[]
mɛ̀cɛ̀rɛ̀t,[]
ɗùkà,['Noun']
ŋùːlɗǐːŋ,['Intransitive verb']
ɓòkór,['Verb']
dɛ́nɗíꜜkínꜜ,['Intransitive verb']
árî,['Negative']
mɛ̀ckɛ̀bɛ́ː,[]
bándúrúk,['Verb']
tònúntáꜜ,[]
èkédà,[]
mɛ̀lɛ́ŋ,[]
kóːtè,[]
kùcù,['Verb']
kɛ̌ːŋ,[]
ámɗꜜ,['Noun']
càːdîk,[]
Káw,[]
dɛ̀dɛ̀nìː,[]
káː,['Auxiliary']
láptꜜúnꜜ,['Verb']
wìdérgéꜜ,[]
ŋáːwꜜ,[]
máɟáŋéːróŋkùk,['Particle']
nɛ̀ kɛ́ ɗɔ̂ːn,[]
ŋèdàn,[]
dòkúr,[]
rògúkúnꜜtá,[]
méːꜜkáːŋ,[]
kɛ̀ː,"['Adverb', 'Verb']"
ìɟáːgák,['Noun']
ɟéːmɛ́,[]
òɗíkɛ́,[]
rɔ́ríátìŋk,[]
cɛ̂ŋk,[]
tɔ́ꜜtá,[]
kéːc,[]
dákɛ́ɗà,['Adverb']
bɔ́lɔ́ŋúrkíːꜜ,['Verb']
kúcáꜜ,[]
pròjɛ́t,[]
nǎːŋk,[]
cěːŋk,[]
kòllòɟɛ́,['Verb']
càːkómák,['Noun']
máːtókóŋk,[]
pógí,['Noun']
ɗàɗàmùn,[]
kìtáꜜ mɛ̀lɛ̀,[]
rèːríŋ,[]
tòníːnà,[]
gàːmíː,[]
ŋáːw,['Noun']
cìcɔ́,[]
óbîːŋ,['Verb']
cìgégê,[]
pìdélꜜák,[]
lɛ̀ːrà,[]
èpáj,['Verb']
wɛ́ːŋꜜáːŋ,[]
ɗɛ́ːgáꜜ,[]
ɟɛ́tǐŋ,[]
ɓòkótì,[]
dùŋkú,['Verb']
Dɔ̀ːc,[]
ŋɔ̀lŋɔ́lꜜkáːŋ,[]
ádámójín,[]
céːꜜ,[]
wàlɛ̀c,[]
àgàlík,['Verb']
cìnɛ̌ŋ,[]
ɟémɛ́,[]
ítóré,[]
kɛ́ꜜ,[]
nɔ̀gún,[]
kɔ́ꜜcɔ́kà,[]
ɛn,[]
ɲɔ́ːnꜜáːŋ,[]
ŋɔ̀ɗɛ́,['Verb']
tóːmójꜜ,['Noun']
jìkón,[]
còːdì,[]
rɔ́ríáŋɔ̀ŋk,[]
cèː,[]
ɗùŋɛ́ɗꜜ,['Noun']
ɗúŋkúɗꜜ,['Participle']
làkìn,['Transitive verb']
ɟìkónꜜ,[]
dɔ̀ːtɛ̀jkéːn,[]
ɓáꜜ,['Adverb']
wàːlôk,[]
rìrìɛ́ꜜ,[]
tàwáːwɛ̂ːk,['Noun']
nɛ́ːk à nɛ̂ŋk,[]
kójɛ̀k,[]
dú,[]
tɔ́ːn,[]
góːrɛ́,[]
rɛ̀ːráːŋ,[]
bòŋkù,['Verb']
tápáːɗáːnǐːr,"['Verb', 'Verb']"
tàwáːwɛ́ː,['Proper Noun']
tàːpɛ́rkíŋ,[]
tònánà,[]
kɔ́ŋkúŋ,['Determiner']
Mártâː,['Proper Noun']
dégérꜜár,[]
ègè,['Particle']
pìdɛ́lꜜákɛ́,[]
tíjɛ̂ɗ,[]
ɲéːwìː,['Verb']
ɓɛ́ːrꜜáːŋ,[]
ìjàjàgì,[]
còn,[]
ìːn,"['personal pronoun', 'personal pronoun']"
ɓɔ̀rɔ́ꜜ,[]
cǎ,[]
ɓánɔ̀,[]
àkɔ́,[]
náːk,['Possessive pronoun']
wàː,['Noun']
ìcíc,[]
á,[]
ɓɛ́ːlɛ́rꜜ,[]
ɗéːgârŋ,['Verb']
ŋɔ̀ɗáːŋ,[]
tàmàːrɛ́ŋɔ́ŋk,[]
àrɛ́,['Verb']
òmáltá,[]
àːdìɗìːt,['Negative']
báŋꜜíá,[]
ɟòːp,[]
dùŋɛ̀ːɗé,[]
tɔ̀gì,['Noun']
nɛ̀,['Complementizer']
ìɟàːgíɗ,[]
ɓèɗáꜜ,['Verb']
ɓà,['Preposition']
jàːŋɛ̀t,[]
wàːcɛ́ɗíŋk,[]
cìnéːꜜnɛ̂,[]
cɔ̀ːlílántáꜜ,[]
òkóɗ,['Interrogative pro-form']
cɛ̂ːn,[]
